transaction_id,customer_id,amount,payment_method,status,failure_reason,transaction_time,retry_count
TXN100628,CUST8173,13011.53,CARD,SUCCESS,,2026-08-03 15:05:48.314360,2
TXN100629,CUST3968,21955.62,WALLET,SUCCESS,,2026-07-31 08:31:48.314360,1
TXN100630,CUST3972,11768.46,WALLET,SUCCESS,,2026-08-09 10:56:48.314360,3
TXN100631,CUST5902,29758.23,UPI,SUCCESS,,2026-08-15 14:10:48.314360,1
TXN100632,CUST8617,41670.96,UPI,SUCCESS,,2026-08-04 12:51:48.314360,0
TXN100633,CUST1769,40265.2,WALLET,SUCCESS,,2026-08-25 06:37:48.314360,3
TXN100634,CUST5893,12059.38,WALLET,SUCCESS,,2026-08-03 03:16:48.314360,0
TXN100635,CUST1683,40287.27,UPI,SUCCESS,,2026-08-04 05:05:48.314360,0
TXN100636,CUST4227,2710.03,CARD,SUCCESS,,2026-08-16 14:35:48.314360,3
TXN100637,CUST4390,13822.38,NETBANKING,SUCCESS,,2026-08-28 19:57:48.314360,1
TXN100638,CUST4265,21187.09,WALLET,SUCCESS,,2026-08-01 02:17:48.314360,3
TXN100639,CUST1995,7278.0,NETBANKING,SUCCESS,,2026-08-02 03:01:48.314360,0
TXN100640,CUST9843,2022.1,UPI,SUCCESS,,2026-07-30 12:29:48.314360,3
TXN100641,CUST1610,5978.04,CARD,SUCCESS,,2026-08-24 20:24:48.314360,3
TXN100642,CUST7215,1824.99,NETBANKING,SUCCESS,,2026-07-30 21:32:48.314360,2
TXN100643,CUST5501,20533.27,WALLET,SUCCESS,,2026-08-11 07:16:48.314360,0
TXN100644,CUST7620,13915.41,CARD,FAILED,LIMIT_EXCEEDED,2026-08-09 17:01:48.314360,0
TXN100645,CUST7503,34001.37,NETBANKING,SUCCESS,,2026-08-09 19:32:48.314360,0
TXN100646,CUST8589,41548.51,UPI,SUCCESS,,2026-08-23 03:37:48.314360,2
TXN100647,CUST7398,21315.94,NETBANKING,SUCCESS,,2026-08-22 04:32:48.314360,2
TXN100648,CUST7762,32188.85,CARD,FAILED,BANK_DECLINE,2026-08-25 18:14:48.314360,3
TXN100649,CUST8320,19129.56,CARD,SUCCESS,,2026-07-29 22:40:48.314360,2
TXN100650,CUST8869,49424.62,NETBANKING,SUCCESS,,2026-08-12 14:41:48.314360,3
TXN100651,CUST8511,12015.94,CARD,SUCCESS,,2026-08-28 08:44:48.314360,2
TXN100652,CUST4430,37026.99,CARD,SUCCESS,,2026-08-20 20:12:48.314360,2
TXN100653,CUST1951,26729.22,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2026-08-06 07:32:48.314360,2
TXN100654,CUST6689,14573.35,UPI,SUCCESS,,2026-08-08 22:34:48.314360,1
TXN100655,CUST5579,26071.06,NETBANKING,SUCCESS,,2026-08-14 00:30:48.314360,3
TXN100656,CUST6900,34403.94,NETBANKING,SUCCESS,,2026-07-31 11:03:48.314360,2
TXN100657,CUST8739,41296.22,WALLET,SUCCESS,,2026-08-09 11:23:48.314360,2
TXN100658,CUST9498,45939.27,UPI,SUCCESS,,2026-08-10 12:41:48.314360,1
TXN100659,CUST2126,48354.27,CARD,FAILED,LIMIT_EXCEEDED,2026-08-05 21:44:48.314360,3
TXN100660,CUST3593,16411.95,WALLET,SUCCESS,,2026-08-12 18:41:48.314360,0
TXN100661,CUST1473,17062.07,CARD,SUCCESS,,2026-08-12 15:26:48.314360,2
TXN100662,CUST8851,31579.07,WALLET,SUCCESS,,2026-08-07 00:14:48.314360,3
TXN100663,CUST9039,21616.83,UPI,SUCCESS,,2026-08-05 01:52:48.314360,1
TXN100664,CUST3173,39086.62,NETBANKING,FAILED,LIMIT_EXCEEDED,2026-08-18 09:07:48.314360,3
TXN100665,CUST4839,16581.0,NETBANKING,SUCCESS,,2026-08-21 16:42:48.314360,3
TXN100666,CUST2931,38221.11,WALLET,SUCCESS,,2026-08-28 04:51:48.314360,3
TXN100667,CUST6252,437.1,WALLET,SUCCESS,,2026-08-22 03:57:48.314360,1
TXN100668,CUST4962,24492.68,NETBANKING,SUCCESS,,2026-08-10 13:29:48.314360,0
TXN100669,CUST5624,12124.56,NETBANKING,SUCCESS,,2026-08-28 13:45:48.314360,0
TXN100670,CUST8237,40451.63,WALLET,FAILED,INSUFFICIENT_FUNDS,2026-08-17 12:35:48.314360,1
TXN100671,CUST6058,14723.39,WALLET,SUCCESS,,2026-08-23 21:54:48.314360,0
TXN100672,CUST8944,12340.1,WALLET,SUCCESS,,2026-08-17 03:36:48.314360,1
TXN100673,CUST1958,34476.73,CARD,SUCCESS,,2026-08-21 04:11:48.314360,1
TXN100674,CUST9758,12160.31,NETBANKING,SUCCESS,,2026-08-03 06:58:48.314360,3
TXN100675,CUST3627,28512.03,WALLET,SUCCESS,,2026-08-14 07:22:48.314360,3
TXN100676,CUST2980,27382.64,NETBANKING,SUCCESS,,2026-08-16 17:01:48.314360,3
TXN100677,CUST5170,29037.84,UPI,SUCCESS,,2026-07-31 20:11:48.314360,2
TXN100678,CUST4787,11850.27,CARD,FAILED,INSUFFICIENT_FUNDS,2026-08-22 12:00:48.314360,0
TXN100679,CUST8626,43365.22,NETBANKING,SUCCESS,,2026-08-06 19:34:48.314360,2
TXN100680,CUST2344,29784.22,CARD,SUCCESS,,2026-08-07 03:24:48.314360,2
TXN100681,CUST5009,16395.58,NETBANKING,SUCCESS,,2026-07-30 13:32:48.314360,3
TXN100682,CUST6181,10051.75,CARD,SUCCESS,,2026-08-27 23:10:48.314360,0
TXN100683,CUST5579,36765.1,CARD,SUCCESS,,2026-08-10 02:17:48.314360,0
TXN100684,CUST7181,23298.1,NETBANKING,FAILED,TIMEOUT,2026-08-20 04:50:48.314360,3
TXN100685,CUST3067,15102.66,UPI,SUCCESS,,2026-08-16 05:25:48.314360,3
TXN100686,CUST6813,34895.78,NETBANKING,SUCCESS,,2026-08-28 12:56:48.314360,1
TXN100687,CUST6708,22786.98,CARD,FAILED,TIMEOUT,2026-08-05 03:51:48.314360,3
TXN100688,CUST4302,41850.72,UPI,SUCCESS,,2026-08-15 20:42:48.314360,0
TXN100689,CUST8096,45443.42,WALLET,FAILED,LIMIT_EXCEEDED,2026-08-15 21:30:48.314360,0
TXN100690,CUST5007,16987.52,NETBANKING,SUCCESS,,2026-08-05 03:21:48.314360,2
TXN100691,CUST5745,10467.89,WALLET,SUCCESS,,2026-07-30 04:25:48.314360,2
TXN100692,CUST1384,5321.0,CARD,SUCCESS,,2026-08-03 22:46:48.314360,1
TXN100693,CUST3113,42075.69,NETBANKING,SUCCESS,,2026-08-17 23:12:48.314360,2
TXN100694,CUST4928,41833.58,NETBANKING,SUCCESS,,2026-08-23 07:44:48.314360,2
TXN100695,CUST7182,23218.29,NETBANKING,SUCCESS,,2026-08-16 20:21:48.314360,1
TXN100696,CUST2409,42010.06,CARD,SUCCESS,,2026-08-25 14:53:48.314360,2
TXN100697,CUST4242,1023.3,UPI,SUCCESS,,2026-08-23 04:28:48.314360,0
TXN100698,CUST4805,5182.45,NETBANKING,SUCCESS,,2026-07-29 21:40:48.314360,3
TXN100699,CUST6424,7038.98,UPI,SUCCESS,,2026-08-26 04:08:48.314360,3
TXN100700,CUST8071,9257.63,CARD,SUCCESS,,2026-08-17 04:26:48.314360,0
TXN100701,CUST5825,25049.81,CARD,SUCCESS,,2026-08-10 02:59:48.314360,3
TXN100702,CUST8051,38004.55,UPI,SUCCESS,,2026-08-25 04:18:48.314360,3
TXN100703,CUST9993,37730.09,WALLET,SUCCESS,,2026-08-16 23:17:48.314360,2
TXN100704,CUST3309,21731.98,WALLET,SUCCESS,,2026-08-21 05:07:48.314360,2
TXN100705,CUST5595,26511.92,UPI,SUCCESS,,2026-08-21 14:21:48.314360,2
TXN100706,CUST1739,16005.45,NETBANKING,SUCCESS,,2026-08-20 21:36:48.314360,3
TXN100707,CUST6813,22202.93,NETBANKING,SUCCESS,,2026-08-01 20:36:48.314360,0
TXN100708,CUST7962,24123.0,CARD,SUCCESS,,2026-08-23 15:38:48.314360,2
TXN100709,CUST9794,38511.13,UPI,SUCCESS,,2026-08-01 17:01:48.314360,0
TXN100710,CUST5878,19219.91,WALLET,SUCCESS,,2026-08-01 05:14:48.314360,2
TXN100711,CUST3251,18967.31,WALLET,SUCCESS,,2026-08-24 13:28:48.314360,3
TXN100712,CUST1124,8710.12,CARD,SUCCESS,,2026-08-21 17:31:48.314360,3
TXN100713,CUST8158,36208.84,UPI,SUCCESS,,2026-08-01 10:02:48.314360,0
TXN100714,CUST9832,48571.4,NETBANKING,FAILED,NETWORK_ERROR,2026-08-27 08:21:48.314360,3
TXN100715,CUST5156,25074.75,CARD,SUCCESS,,2026-08-01 09:52:48.314360,1
TXN100716,CUST3276,43539.89,WALLET,FAILED,TIMEOUT,2026-08-26 00:00:48.314360,3
TXN100717,CUST5064,38261.79,UPI,SUCCESS,,2026-08-04 12:38:48.314360,0
TXN100718,CUST3698,49528.42,WALLET,SUCCESS,,2026-07-30 22:04:48.314360,3
TXN100719,CUST8332,40053.37,CARD,SUCCESS,,2026-08-16 06:41:48.314360,3
TXN100720,CUST5304,28706.67,CARD,SUCCESS,,2026-08-03 04:41:48.314360,1
TXN100721,CUST2778,6083.79,NETBANKING,SUCCESS,,2026-08-14 10:48:48.314360,3
TXN100722,CUST7224,15863.43,NETBANKING,SUCCESS,,2026-08-20 02:48:48.314360,0
TXN100723,CUST1523,23715.25,UPI,SUCCESS,,2026-08-23 03:52:48.314360,0
TXN100724,CUST3765,11028.09,NETBANKING,SUCCESS,,2026-08-04 07:20:48.314360,1
TXN100725,CUST4815,16277.78,NETBANKING,SUCCESS,,2026-08-21 08:19:48.314360,2
TXN100726,CUST6438,49670.66,UPI,SUCCESS,,2026-07-30 03:11:48.314360,1
TXN100727,CUST7340,16150.12,WALLET,FAILED,LIMIT_EXCEEDED,2026-08-25 10:13:48.314360,3
TXN100728,CUST7707,22760.22,UPI,SUCCESS,,2026-08-06 00:56:48.314360,3
TXN100729,CUST5218,900.24,NETBANKING,SUCCESS,,2026-08-09 11:44:48.314360,0
TXN100730,CUST5711,34620.09,CARD,FAILED,BANK_DECLINE,2026-08-01 02:14:48.314360,3
TXN100731,CUST4631,255.7,UPI,SUCCESS,,2026-07-31 23:48:48.314360,0
TXN100732,CUST1016,18818.35,CARD,FAILED,LIMIT_EXCEEDED,2026-08-19 10:56:48.314360,2
TXN100733,CUST7157,49603.02,WALLET,SUCCESS,,2026-08-03 03:38:48.314360,3
TXN100734,CUST5002,1891.06,NETBANKING,SUCCESS,,2026-08-14 03:29:48.314360,0
TXN100735,CUST1013,10000.45,CARD,SUCCESS,,2026-08-24 22:05:48.314360,1
TXN100736,CUST5662,10886.44,CARD,SUCCESS,,2026-08-17 01:35:48.314360,2
TXN100737,CUST3288,22625.69,NETBANKING,SUCCESS,,2026-07-31 15:40:48.314360,3
TXN100738,CUST2746,29532.03,UPI,SUCCESS,,2026-08-15 00:06:48.314360,1
TXN100739,CUST3926,12700.45,WALLET,SUCCESS,,2026-08-05 06:11:48.314360,2
TXN100740,CUST1370,47037.47,UPI,SUCCESS,,2026-08-05 12:54:48.314360,3
TXN100741,CUST1513,48856.81,NETBANKING,SUCCESS,,2026-07-30 01:53:48.314360,3
TXN100742,CUST3876,30152.95,UPI,SUCCESS,,2026-08-14 17:30:48.314360,1
TXN100743,CUST7920,19227.23,NETBANKING,SUCCESS,,2026-08-09 04:52:48.314360,3
TXN100744,CUST4047,13293.15,NETBANKING,SUCCESS,,2026-07-29 23:31:48.314360,1
TXN100745,CUST5765,29380.74,NETBANKING,SUCCESS,,2026-08-26 19:48:48.314360,3
TXN100746,CUST6276,28765.35,WALLET,SUCCESS,,2026-08-02 14:15:48.314360,3
TXN100747,CUST4103,33275.09,CARD,FAILED,INSUFFICIENT_FUNDS,2026-08-12 19:20:48.314360,0
TXN100748,CUST7576,20436.83,CARD,FAILED,NETWORK_ERROR,2026-08-17 03:05:48.314360,3
TXN100749,CUST4716,30153.69,NETBANKING,SUCCESS,,2026-08-25 13:05:48.314360,2
TXN100750,CUST5220,14442.69,WALLET,SUCCESS,,2026-08-05 08:51:48.314360,3
TXN100751,CUST5754,3827.99,UPI,FAILED,NETWORK_ERROR,2026-08-10 21:54:48.314360,3
TXN100752,CUST9269,40245.44,WALLET,SUCCESS,,2026-08-08 03:55:48.314360,1
TXN100753,CUST5505,37045.68,NETBANKING,SUCCESS,,2026-08-20 21:36:48.314360,1
TXN100754,CUST9807,24394.77,CARD,SUCCESS,,2026-08-07 13:07:48.314360,1
TXN100755,CUST6489,17463.76,WALLET,SUCCESS,,2026-08-13 13:26:48.314360,2
TXN100756,CUST2387,29585.05,NETBANKING,SUCCESS,,2026-08-09 17:55:48.314360,3
TXN100757,CUST5106,14303.47,UPI,SUCCESS,,2026-08-07 00:50:48.314360,2
TXN100758,CUST9176,27938.99,UPI,SUCCESS,,2026-07-30 01:38:48.314360,0
TXN100759,CUST9223,27756.95,CARD,SUCCESS,,2026-08-19 17:03:48.314360,0
TXN100760,CUST7599,47861.5,CARD,SUCCESS,,2026-08-04 17:03:48.314360,2
TXN100761,CUST8220,39134.48,UPI,SUCCESS,,2026-08-10 16:29:48.314360,3
TXN100762,CUST9071,18269.53,UPI,SUCCESS,,2026-08-21 01:03:48.314360,0
TXN100763,CUST9518,10535.41,CARD,SUCCESS,,2026-08-14 11:02:48.314360,3
TXN100764,CUST6506,13443.65,WALLET,SUCCESS,,2026-08-28 14:52:48.314360,3
TXN100765,CUST2120,25463.4,WALLET,SUCCESS,,2026-08-28 05:39:48.314360,2
TXN100766,CUST5794,48462.39,UPI,SUCCESS,,2026-08-27 08:32:48.314360,3
TXN100767,CUST6140,48052.42,WALLET,SUCCESS,,2026-08-25 00:00:48.314360,0
TXN100768,CUST7742,34091.66,NETBANKING,FAILED,BANK_DECLINE,2026-07-31 18:48:48.314360,3
TXN100769,CUST6846,31181.7,UPI,SUCCESS,,2026-08-09 21:26:48.314360,2
TXN100770,CUST5249,49688.22,WALLET,SUCCESS,,2026-08-23 20:49:48.314360,1
TXN100771,CUST5109,8588.5,CARD,SUCCESS,,2026-08-08 15:48:48.314360,3
TXN100772,CUST8905,15843.81,NETBANKING,FAILED,NETWORK_ERROR,2026-08-24 03:12:48.314360,1
TXN100773,CUST8495,49278.71,UPI,SUCCESS,,2026-08-04 04:24:48.314360,2
TXN100774,CUST3341,37103.44,NETBANKING,SUCCESS,,2026-08-12 21:03:48.314360,2
TXN100775,CUST6019,6651.95,UPI,SUCCESS,,2026-08-06 23:01:48.314360,3
TXN100776,CUST9883,35541.94,UPI,SUCCESS,,2026-08-25 14:22:48.314360,2
TXN100777,CUST2558,12781.81,CARD,SUCCESS,,2026-08-04 13:56:48.314360,3
TXN100778,CUST2581,37569.09,CARD,SUCCESS,,2026-08-02 22:03:48.314360,2
TXN100779,CUST8151,13567.03,NETBANKING,SUCCESS,,2026-08-20 18:10:48.314360,2
TXN100780,CUST2907,7547.87,WALLET,SUCCESS,,2026-08-23 18:43:48.314360,3
TXN100781,CUST9564,3615.09,WALLET,SUCCESS,,2026-08-19 23:42:48.314360,3
TXN100782,CUST3215,26159.76,NETBANKING,SUCCESS,,2026-07-30 06:30:48.314360,0
TXN100783,CUST5965,46077.44,NETBANKING,FAILED,LIMIT_EXCEEDED,2026-08-22 04:29:48.314360,0
TXN100784,CUST3131,16489.15,UPI,SUCCESS,,2026-08-11 15:20:48.314360,3
TXN100785,CUST2592,40397.62,UPI,SUCCESS,,2026-08-24 00:01:48.314360,1
TXN100786,CUST8262,16661.19,WALLET,SUCCESS,,2026-08-06 01:01:48.314360,3
TXN100787,CUST7213,10851.74,CARD,SUCCESS,,2026-08-15 07:22:48.314360,0
TXN100788,CUST8503,41843.19,UPI,SUCCESS,,2026-08-16 15:23:48.314360,2
TXN100789,CUST4507,39896.51,NETBANKING,FAILED,TIMEOUT,2026-08-17 10:07:48.314360,2
TXN100790,CUST3284,197.36,NETBANKING,SUCCESS,,2026-08-25 14:42:48.314360,2
TXN100791,CUST7230,39323.23,NETBANKING,SUCCESS,,2026-08-28 17:24:48.314360,0
TXN100792,CUST1519,40254.01,WALLET,SUCCESS,,2026-08-07 11:21:48.314360,2
TXN100793,CUST1391,33950.08,CARD,SUCCESS,,2026-07-31 12:16:48.314360,0
TXN100794,CUST1004,32129.71,UPI,SUCCESS,,2026-08-06 20:07:48.314360,1
TXN100795,CUST4998,33665.19,CARD,SUCCESS,,2026-08-05 03:28:48.314360,3
TXN100796,CUST4227,15871.84,UPI,SUCCESS,,2026-08-05 19:52:48.314360,1
TXN100797,CUST7984,27729.05,UPI,FAILED,LIMIT_EXCEEDED,2026-08-17 05:53:48.314360,3
TXN100798,CUST2553,26886.62,CARD,FAILED,BANK_DECLINE,2026-08-27 21:35:48.314360,2
TXN100799,CUST1570,21659.14,CARD,SUCCESS,,2026-08-11 13:06:48.314360,0
TXN100800,CUST3202,3165.6,UPI,SUCCESS,,2026-07-31 19:55:48.314360,1
TXN100801,CUST9445,23136.53,NETBANKING,SUCCESS,,2026-08-21 02:40:48.314360,0
TXN100802,CUST8344,15924.39,NETBANKING,FAILED,LIMIT_EXCEEDED,2026-08-08 14:57:48.314360,0
TXN100803,CUST1839,17064.07,CARD,SUCCESS,,2026-08-24 16:37:48.314360,0
TXN100804,CUST4338,21676.92,UPI,SUCCESS,,2026-08-16 16:27:48.314360,1
TXN100805,CUST4382,41479.6,CARD,SUCCESS,,2026-08-19 22:18:48.314360,1
TXN100806,CUST2978,3534.01,CARD,SUCCESS,,2026-08-01 01:33:48.314360,0
TXN100807,CUST3353,34100.38,CARD,FAILED,LIMIT_EXCEEDED,2026-08-19 10:25:48.314360,3
TXN100808,CUST2669,10086.41,CARD,SUCCESS,,2026-08-23 14:01:48.314360,1
TXN100809,CUST6353,36522.85,WALLET,SUCCESS,,2026-08-27 16:41:48.314360,2
TXN100810,CUST6288,17604.17,UPI,FAILED,TIMEOUT,2026-08-04 23:22:48.314360,2
TXN100811,CUST6901,27128.21,WALLET,FAILED,LIMIT_EXCEEDED,2026-08-09 10:11:48.314360,2
TXN100812,CUST4484,45199.2,NETBANKING,SUCCESS,,2026-08-27 15:03:48.314360,0
TXN100813,CUST9743,45618.96,UPI,SUCCESS,,2026-08-16 05:42:48.314360,3
TXN100814,CUST8439,46029.6,NETBANKING,SUCCESS,,2026-08-15 12:11:48.314360,1
TXN100815,CUST1295,46280.41,WALLET,SUCCESS,,2026-08-19 05:23:48.314360,1
TXN100816,CUST5084,7414.26,CARD,SUCCESS,,2026-07-30 14:19:48.314360,1
TXN100817,CUST4454,34149.61,UPI,SUCCESS,,2026-08-04 15:30:48.314360,2
TXN100818,CUST5922,13010.27,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2026-08-05 19:30:48.314360,1
TXN100819,CUST3365,16258.88,UPI,SUCCESS,,2026-08-03 21:48:48.314360,1
TXN100820,CUST6983,14075.33,UPI,SUCCESS,,2026-07-30 01:22:48.314360,3
TXN100821,CUST5149,23342.37,NETBANKING,SUCCESS,,2026-08-07 04:57:48.314360,3
TXN100822,CUST6435,37788.45,WALLET,SUCCESS,,2026-08-03 21:54:48.314360,3
TXN100823,CUST6310,880.53,WALLET,SUCCESS,,2026-08-08 13:49:48.314360,1
TXN100824,CUST2580,26744.34,WALLET,SUCCESS,,2026-08-12 09:45:48.314360,0
TXN100825,CUST9470,47670.21,WALLET,SUCCESS,,2026-08-06 02:09:48.314360,3
TXN100826,CUST1753,42937.22,WALLET,SUCCESS,,2026-08-28 09:12:48.314360,0
TXN100827,CUST3371,4643.0,UPI,SUCCESS,,2026-08-11 13:56:48.314360,0
TXN100828,CUST4586,43283.21,NETBANKING,SUCCESS,,2026-08-22 18:29:48.314360,2
TXN100829,CUST5959,7633.99,UPI,SUCCESS,,2026-08-11 19:36:48.314360,0
TXN100830,CUST9861,38889.92,WALLET,SUCCESS,,2026-08-16 02:09:48.314360,2
TXN100831,CUST1878,32955.88,CARD,SUCCESS,,2026-08-18 05:45:48.314360,0
TXN100832,CUST8551,16588.79,WALLET,SUCCESS,,2026-08-03 19:06:48.314360,1
TXN100833,CUST1652,25251.93,NETBANKING,SUCCESS,,2026-08-21 06:37:48.314360,1
TXN100834,CUST2283,11914.06,WALLET,SUCCESS,,2026-08-20 11:37:48.314360,2
TXN100835,CUST5461,26171.98,NETBANKING,SUCCESS,,2026-08-18 03:14:48.314360,3
TXN100836,CUST1731,28287.55,UPI,SUCCESS,,2026-08-21 04:27:48.314360,3
TXN100837,CUST3753,27659.06,UPI,SUCCESS,,2026-07-31 15:23:48.314360,3
TXN100838,CUST1583,10503.89,WALLET,SUCCESS,,2026-08-15 15:06:48.314360,0
TXN100839,CUST3167,25572.33,CARD,SUCCESS,,2026-08-23 13:55:48.314360,0
TXN100840,CUST6692,46531.41,CARD,SUCCESS,,2026-08-03 12:41:48.314360,3
TXN100841,CUST7696,28088.44,NETBANKING,SUCCESS,,2026-08-03 23:07:48.314360,2
TXN100842,CUST8658,30187.42,WALLET,SUCCESS,,2026-08-16 05:08:48.314360,2
TXN100843,CUST7356,25356.63,WALLET,SUCCESS,,2026-08-23 10:58:48.314360,2
TXN100844,CUST5894,12520.2,CARD,SUCCESS,,2026-08-10 10:30:48.314360,3
TXN100845,CUST6301,6508.73,UPI,SUCCESS,,2026-07-31 04:14:48.314360,1
TXN100846,CUST7994,5480.71,NETBANKING,FAILED,LIMIT_EXCEEDED,2026-07-30 06:06:48.314360,0
TXN100847,CUST9006,49056.1,UPI,SUCCESS,,2026-08-08 11:00:48.314360,0
TXN100848,CUST1059,24948.69,NETBANKING,SUCCESS,,2026-08-06 17:05:48.314360,3
TXN100849,CUST7974,43424.33,WALLET,SUCCESS,,2026-08-02 18:53:48.314360,3
TXN100850,CUST2777,30638.13,NETBANKING,SUCCESS,,2026-08-24 07:27:48.314360,1
TXN100851,CUST6554,38876.38,WALLET,SUCCESS,,2026-08-24 00:19:48.314360,0
TXN100852,CUST8826,18488.66,UPI,FAILED,NETWORK_ERROR,2026-08-25 15:03:48.314360,3
TXN100853,CUST6139,14693.54,CARD,SUCCESS,,2026-08-01 08:18:48.314360,0
TXN100854,CUST8091,49964.19,WALLET,FAILED,LIMIT_EXCEEDED,2026-08-03 14:16:48.314360,1
TXN100855,CUST3258,22147.15,WALLET,SUCCESS,,2026-08-10 08:14:48.314360,0
TXN100856,CUST4427,30225.55,UPI,SUCCESS,,2026-08-12 16:41:48.314360,1
TXN100857,CUST1276,33353.02,CARD,SUCCESS,,2026-08-23 21:42:48.314360,2
TXN100858,CUST8838,41786.08,WALLET,FAILED,TIMEOUT,2026-08-09 04:43:48.314360,3
TXN100859,CUST6797,23445.72,UPI,SUCCESS,,2026-08-14 17:43:48.314360,1
TXN100860,CUST5779,9707.16,NETBANKING,SUCCESS,,2026-08-17 11:17:48.314360,1
TXN100861,CUST4488,43167.51,WALLET,SUCCESS,,2026-08-20 21:18:48.314360,0
TXN100862,CUST3145,21503.86,WALLET,SUCCESS,,2026-08-21 17:14:48.314360,0
TXN100863,CUST3028,43443.76,CARD,SUCCESS,,2026-08-12 23:35:48.314360,3
TXN100864,CUST1254,33452.19,CARD,FAILED,NETWORK_ERROR,2026-08-10 16:33:48.314360,1
TXN100865,CUST6685,45036.59,WALLET,SUCCESS,,2026-08-22 19:51:48.314360,2
TXN100866,CUST5944,12397.69,WALLET,SUCCESS,,2026-08-24 04:44:48.314360,3
TXN100867,CUST9374,13842.95,NETBANKING,SUCCESS,,2026-08-05 12:57:48.314360,3
TXN100868,CUST7124,43480.75,WALLET,SUCCESS,,2026-08-17 23:42:48.314360,2
TXN100869,CUST2007,11762.24,WALLET,SUCCESS,,2026-08-06 17:06:48.314360,2
TXN100870,CUST9427,44710.37,CARD,SUCCESS,,2026-08-25 08:34:48.314360,2
TXN100871,CUST5006,38910.87,NETBANKING,SUCCESS,,2026-08-12 23:31:48.314360,2
TXN100872,CUST1397,1112.22,CARD,SUCCESS,,2026-07-31 21:50:48.314360,0
TXN100873,CUST7159,37958.27,WALLET,SUCCESS,,2026-08-15 10:16:48.314360,1
TXN100874,CUST9235,36810.84,CARD,SUCCESS,,2026-08-11 14:43:48.314360,2
TXN100875,CUST4101,42080.96,NETBANKING,SUCCESS,,2026-08-05 22:03:48.314360,3
TXN100876,CUST6124,19898.72,NETBANKING,FAILED,TIMEOUT,2026-07-30 23:20:48.314360,1
TXN100877,CUST2152,3761.73,NETBANKING,SUCCESS,,2026-08-16 02:58:48.314360,1
TXN100878,CUST4961,42595.13,NETBANKING,FAILED,NETWORK_ERROR,2026-08-11 21:35:48.314360,2
TXN100879,CUST3946,42931.06,NETBANKING,SUCCESS,,2026-08-22 20:02:48.314360,2
TXN100880,CUST2510,7725.22,CARD,FAILED,LIMIT_EXCEEDED,2026-08-08 19:00:48.314360,1
TXN100881,CUST2570,7835.89,CARD,SUCCESS,,2026-08-22 05:44:48.314360,1
TXN100882,CUST5099,23429.53,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2026-08-03 19:23:48.314360,3
TXN100883,CUST6335,9575.43,WALLET,SUCCESS,,2026-08-14 15:36:48.314360,2
TXN100884,CUST2519,343.07,UPI,SUCCESS,,2026-08-24 22:36:48.314360,2
TXN100885,CUST8804,37309.62,CARD,SUCCESS,,2026-08-08 07:58:48.314360,3
TXN100886,CUST8716,4275.23,CARD,SUCCESS,,2026-08-20 15:28:48.314360,1
TXN100887,CUST6940,40051.69,UPI,SUCCESS,,2026-08-27 20:08:48.314360,3
TXN100888,CUST9940,19785.53,UPI,FAILED,TIMEOUT,2026-08-18 16:33:48.314360,0
TXN100889,CUST9769,655.72,CARD,SUCCESS,,2026-08-25 16:57:48.314360,1
TXN100890,CUST4886,36584.57,NETBANKING,SUCCESS,,2026-08-12 07:17:48.314360,2
TXN100891,CUST9361,37650.67,CARD,SUCCESS,,2026-08-07 01:50:48.314360,2
TXN100892,CUST9897,17265.88,WALLET,SUCCESS,,2026-08-01 14:02:48.314360,2
TXN100893,CUST4523,28522.35,WALLET,SUCCESS,,2026-08-14 05:35:48.314360,3
TXN100894,CUST2100,45916.16,WALLET,SUCCESS,,2026-08-12 06:15:48.314360,1
TXN100895,CUST7637,42738.98,WALLET,SUCCESS,,2026-08-18 22:10:48.314360,3
TXN100896,CUST9188,2159.52,NETBANKING,SUCCESS,,2026-08-19 03:41:48.314360,1
TXN100897,CUST7951,40495.32,UPI,SUCCESS,,2026-08-16 20:25:48.314360,1
TXN100898,CUST9826,27469.86,NETBANKING,SUCCESS,,2026-08-14 22:33:48.314360,2
TXN100899,CUST4548,28819.97,NETBANKING,SUCCESS,,2026-08-25 07:07:48.314360,2
TXN100900,CUST9705,28749.98,UPI,SUCCESS,,2026-08-07 09:22:48.314360,0
TXN100901,CUST9174,19825.73,WALLET,SUCCESS,,2026-08-15 10:04:48.314360,2
TXN100902,CUST4176,30296.71,CARD,FAILED,NETWORK_ERROR,2026-07-30 18:10:48.314360,3
TXN100903,CUST5962,34876.05,WALLET,FAILED,INSUFFICIENT_FUNDS,2026-08-24 21:30:48.314360,0
TXN100904,CUST8310,23487.64,NETBANKING,SUCCESS,,2026-07-30 23:28:48.314360,0
TXN100905,CUST3703,47543.88,UPI,FAILED,LIMIT_EXCEEDED,2026-08-14 18:52:48.314360,0
TXN100906,CUST3688,30533.81,WALLET,SUCCESS,,2026-08-04 16:56:48.314360,0
TXN100907,CUST8708,41278.69,CARD,SUCCESS,,2026-08-23 05:58:48.314360,2
TXN100908,CUST7936,538.29,CARD,SUCCESS,,2026-08-26 17:30:48.314360,3
TXN100909,CUST2500,4396.42,UPI,SUCCESS,,2026-08-21 06:01:48.314360,0
