transaction_id,amount,payment_method,failure_reason,retry_count,recovery_probability,expected_recovery,action,reason
TXN102848,18990.94,CARD,TIMEOUT,1,22.0,4178.01,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN102963,23325.03,UPI,BANK_DECLINE,1,80.0,18660.02,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN102745,24532.77,UPI,NETWORK_ERROR,2,30.67,7523.38,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN102749,22346.29,UPI,NETWORK_ERROR,2,14.0,3128.48,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN101053,48206.89,UPI,BANK_DECLINE,1,18.0,8677.24,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN101080,33860.27,NETBANKING,TIMEOUT,3,75.33,25508.07,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101096,44718.14,CARD,LIMIT_EXCEEDED,0,33.33,14906.05,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN102448,24185.05,NETBANKING,NETWORK_ERROR,2,79.33,19186.81,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN104689,22516.24,UPI,TIMEOUT,3,64.67,14560.5,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102575,43438.58,WALLET,LIMIT_EXCEEDED,0,32.0,13900.35,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN104648,46704.51,UPI,LIMIT_EXCEEDED,0,97.33,45459.06,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN102525,17106.67,NETBANKING,NETWORK_ERROR,0,85.33,14597.69,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN101101,47011.16,NETBANKING,TIMEOUT,3,27.33,12849.72,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102784,37921.95,CARD,BANK_DECLINE,1,22.67,8595.64,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN101935,28319.51,WALLET,NETWORK_ERROR,2,18.67,5286.31,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN102356,45292.35,CARD,NETWORK_ERROR,2,4.67,2113.64,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN101287,28096.72,WALLET,BANK_DECLINE,1,88.0,24725.11,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN102451,47612.12,WALLET,LIMIT_EXCEEDED,0,86.67,41263.84,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN102304,40876.8,WALLET,NETWORK_ERROR,2,44.0,17985.79,RETRY_LATER,"The failure may be temporary, but the recovery probability is moderate."
TXN102234,16416.34,UPI,NETWORK_ERROR,0,91.33,14993.59,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN102224,42903.57,WALLET,NETWORK_ERROR,2,92.0,39471.28,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN101301,23086.75,NETBANKING,NETWORK_ERROR,2,49.33,11389.46,RETRY_LATER,"The failure may be temporary, but the recovery probability is moderate."
TXN101296,14645.7,NETBANKING,TIMEOUT,1,66.67,9763.8,RETRY_LATER,"The failure may be temporary, but the recovery probability is moderate."
TXN101980,22618.5,CARD,LIMIT_EXCEEDED,0,8.0,1809.48,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101967,32874.57,UPI,TIMEOUT,3,91.33,30025.44,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101915,42415.29,UPI,TIMEOUT,3,70.0,29690.7,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101589,38780.75,WALLET,TIMEOUT,3,32.0,12409.84,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101851,28767.13,NETBANKING,TIMEOUT,3,24.67,7095.89,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101847,32989.05,WALLET,LIMIT_EXCEEDED,0,76.67,25291.61,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101638,10985.44,NETBANKING,TIMEOUT,1,18.67,2050.62,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN101612,20074.93,CARD,LIMIT_EXCEEDED,0,76.0,15256.95,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101435,35654.94,UPI,NETWORK_ERROR,2,43.33,15450.47,RETRY_LATER,"The failure may be temporary, but the recovery probability is moderate."
TXN101559,23037.09,CARD,LIMIT_EXCEEDED,0,8.0,1842.97,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101710,42450.77,CARD,LIMIT_EXCEEDED,0,19.33,8207.15,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101539,14921.94,CARD,TIMEOUT,1,17.33,2586.47,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN100238,39209.73,WALLET,BANK_DECLINE,1,90.0,35288.76,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN104937,29436.27,CARD,NETWORK_ERROR,2,31.33,9223.36,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN104859,32651.1,UPI,NETWORK_ERROR,2,80.0,26120.88,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN104895,28929.4,WALLET,TIMEOUT,3,8.67,2507.21,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104997,41461.85,UPI,NETWORK_ERROR,3,28.67,11885.73,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104981,19807.85,NETBANKING,NETWORK_ERROR,1,93.33,18487.33,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN100069,15833.54,UPI,BANK_DECLINE,0,89.33,14144.63,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN104911,40758.08,CARD,INSUFFICIENT_FUNDS,0,29.33,11955.7,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104503,10710.19,CARD,TIMEOUT,2,95.33,10210.38,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN104507,38042.64,UPI,INSUFFICIENT_FUNDS,0,24.67,9383.85,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104324,34062.39,NETBANKING,LIMIT_EXCEEDED,1,10.67,3633.32,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN104405,27169.23,WALLET,LIMIT_EXCEEDED,1,16.67,4528.2,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101445,33177.49,UPI,INSUFFICIENT_FUNDS,0,72.0,23887.79,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN101713,22127.13,WALLET,NETWORK_ERROR,3,80.67,17849.22,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100111,39813.38,WALLET,NETWORK_ERROR,3,17.33,6900.99,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100440,20432.74,NETBANKING,BANK_DECLINE,2,14.0,2860.58,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN100299,33543.66,UPI,LIMIT_EXCEEDED,1,7.33,2459.87,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100301,25542.09,UPI,INSUFFICIENT_FUNDS,0,31.33,8003.19,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104143,15373.09,WALLET,TIMEOUT,2,82.67,12708.42,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN104175,38517.49,WALLET,LIMIT_EXCEEDED,1,6.0,2311.05,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN104214,26852.48,NETBANKING,NETWORK_ERROR,3,76.67,20586.9,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100523,43756.78,WALLET,INSUFFICIENT_FUNDS,0,3.33,1458.56,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100389,41759.43,WALLET,LIMIT_EXCEEDED,1,1.33,556.79,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN104066,42511.43,NETBANKING,BANK_DECLINE,2,16.0,6801.83,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN104085,26920.1,CARD,INSUFFICIENT_FUNDS,0,74.67,20100.34,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN101794,40284.62,NETBANKING,INSUFFICIENT_FUNDS,0,6.67,2685.64,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN101895,35327.44,CARD,LIMIT_EXCEEDED,1,36.67,12953.39,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101602,27055.07,WALLET,LIMIT_EXCEEDED,1,12.0,3246.61,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101579,25667.11,WALLET,BANK_DECLINE,2,14.0,3593.4,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN101583,47012.51,NETBANKING,NETWORK_ERROR,3,80.0,37610.01,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104112,32707.21,CARD,BANK_DECLINE,2,74.67,24421.38,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN103957,41186.28,WALLET,BANK_DECLINE,2,14.67,6040.65,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN103975,11158.84,UPI,TIMEOUT,2,82.0,9150.25,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN103853,39837.39,CARD,LIMIT_EXCEEDED,1,26.67,10623.3,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100573,10999.54,CARD,BANK_DECLINE,0,35.33,3886.5,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN100588,17546.04,CARD,TIMEOUT,2,96.0,16844.2,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN100596,49692.63,CARD,BANK_DECLINE,2,73.33,36441.26,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN100714,48571.4,NETBANKING,NETWORK_ERROR,3,40.67,19752.37,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100545,34062.25,UPI,LIMIT_EXCEEDED,1,6.0,2043.74,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100565,25326.53,WALLET,NETWORK_ERROR,3,22.0,5571.84,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100568,16235.6,WALLET,NETWORK_ERROR,1,46.0,7468.38,RETRY_LATER,"The failure may be temporary, but the recovery probability is moderate."
TXN103813,10724.05,WALLET,NETWORK_ERROR,1,95.33,10223.59,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN103823,18317.14,NETBANKING,TIMEOUT,2,82.67,15142.17,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN102118,27313.01,CARD,INSUFFICIENT_FUNDS,0,33.33,9104.34,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN102140,41981.42,CARD,BANK_DECLINE,2,6.0,2518.89,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN102006,31584.4,UPI,BANK_DECLINE,2,9.33,2947.88,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN101757,17715.58,CARD,BANK_DECLINE,0,84.67,14999.19,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN101766,22327.36,CARD,NETWORK_ERROR,3,82.67,18457.28,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103845,36933.83,CARD,LIMIT_EXCEEDED,1,73.33,27084.81,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN103850,42238.1,CARD,INSUFFICIENT_FUNDS,0,28.67,12108.26,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103641,24529.52,UPI,BANK_DECLINE,2,10.67,2616.48,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN103664,20748.27,WALLET,INSUFFICIENT_FUNDS,0,20.0,4149.65,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103675,20455.86,UPI,NETWORK_ERROR,3,16.0,3272.94,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103559,13849.35,WALLET,BANK_DECLINE,0,85.33,11818.11,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN103597,13315.04,UPI,NETWORK_ERROR,1,85.33,11362.17,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN103374,41252.15,CARD,BANK_DECLINE,2,6.67,2750.14,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN100772,15843.81,NETBANKING,NETWORK_ERROR,1,96.67,15315.68,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN101503,40144.23,UPI,BANK_DECLINE,2,12.0,4817.31,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN101373,46480.96,WALLET,LIMIT_EXCEEDED,1,37.33,17352.89,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101393,7102.94,WALLET,TIMEOUT,0,81.33,5777.06,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN102084,33633.35,NETBANKING,NETWORK_ERROR,3,20.0,6726.67,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100798,26886.62,CARD,BANK_DECLINE,2,31.33,8424.47,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN100810,17604.17,UPI,TIMEOUT,2,95.33,16782.64,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN100626,30625.09,NETBANKING,LIMIT_EXCEEDED,1,17.33,5308.35,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN103474,44363.28,CARD,INSUFFICIENT_FUNDS,0,14.67,6506.61,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN103505,29367.98,NETBANKING,NETWORK_ERROR,3,24.0,7048.32,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103219,47417.77,CARD,NETWORK_ERROR,3,8.0,3793.42,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104614,26213.71,UPI,LIMIT_EXCEEDED,1,7.33,1922.34,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100902,30296.71,CARD,NETWORK_ERROR,3,25.33,7675.17,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100903,34876.05,WALLET,INSUFFICIENT_FUNDS,0,6.67,2325.07,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100747,33275.09,CARD,INSUFFICIENT_FUNDS,0,23.33,7764.19,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100748,20436.83,CARD,NETWORK_ERROR,3,77.33,15804.48,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103157,14580.75,UPI,NETWORK_ERROR,1,90.67,13219.88,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN103207,45623.82,UPI,BANK_DECLINE,2,9.33,4258.22,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN100958,43300.77,WALLET,LIMIT_EXCEEDED,1,3.33,1443.36,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101282,32406.38,CARD,BANK_DECLINE,2,76.0,24628.85,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN102197,21591.8,NETBANKING,INSUFFICIENT_FUNDS,0,8.67,1871.29,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN102054,15217.9,NETBANKING,TIMEOUT,2,34.67,5275.54,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN102059,12805.7,WALLET,BANK_DECLINE,0,82.67,10586.05,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN100988,44338.88,CARD,BANK_DECLINE,2,5.33,2364.74,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN100992,42479.99,UPI,NETWORK_ERROR,3,70.0,29735.99,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100854,49964.19,WALLET,LIMIT_EXCEEDED,1,30.0,14989.26,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN103100,33784.92,CARD,NETWORK_ERROR,3,16.67,5630.82,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102930,34242.36,UPI,LIMIT_EXCEEDED,1,6.67,2282.82,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN102948,15549.98,UPI,TIMEOUT,2,95.33,14824.31,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN102952,14976.68,NETBANKING,TIMEOUT,2,34.0,5092.07,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN102719,28435.97,CARD,INSUFFICIENT_FUNDS,0,13.33,3791.46,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN101043,46318.76,UPI,BANK_DECLINE,2,69.33,32114.34,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN101209,45498.93,UPI,NETWORK_ERROR,3,28.0,12739.7,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101241,37827.16,NETBANKING,INSUFFICIENT_FUNDS,0,6.67,2521.81,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN102750,42510.21,UPI,LIMIT_EXCEEDED,1,73.33,31174.15,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN102768,45340.03,WALLET,LIMIT_EXCEEDED,1,8.0,3627.2,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN102286,18205.86,CARD,NETWORK_ERROR,1,97.33,17720.37,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN102290,20311.9,UPI,NETWORK_ERROR,3,16.0,3249.9,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102297,48832.5,WALLET,LIMIT_EXCEEDED,1,72.0,35159.4,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN102319,31807.79,CARD,LIMIT_EXCEEDED,1,82.0,26082.39,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN102344,33863.71,CARD,BANK_DECLINE,2,26.67,9030.32,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN101419,46613.52,CARD,BANK_DECLINE,2,12.67,5904.38,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN102607,41145.42,UPI,BANK_DECLINE,2,11.33,4663.15,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN102675,12599.6,WALLET,NETWORK_ERROR,1,96.0,12095.62,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN102453,25518.71,NETBANKING,NETWORK_ERROR,3,34.67,8846.49,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104738,13798.84,WALLET,NETWORK_ERROR,1,80.0,11039.07,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN104745,29403.27,UPI,BANK_DECLINE,2,3.33,980.11,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN102419,17786.55,UPI,TIMEOUT,2,95.33,16956.51,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN104430,46267.38,NETBANKING,INSUFFICIENT_FUNDS,0,5.33,2467.59,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104438,20223.26,WALLET,INSUFFICIENT_FUNDS,0,67.33,13617.0,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100310,45562.59,UPI,BANK_DECLINE,2,9.33,4252.51,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN100323,41009.95,CARD,NETWORK_ERROR,3,10.67,4374.39,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104938,25537.56,CARD,BANK_DECLINE,2,29.33,7491.02,CUSTOMER_ACTION,The issuing bank declined the payment. Customer intervention may be required.
TXN104947,41581.25,NETBANKING,NETWORK_ERROR,3,90.67,37700.33,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104973,21428.33,WALLET,INSUFFICIENT_FUNDS,0,6.67,1428.56,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104860,41227.38,CARD,INSUFFICIENT_FUNDS,0,73.33,30233.41,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104362,19630.74,UPI,NETWORK_ERROR,2,20.67,4057.02,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN104400,9653.33,NETBANKING,TIMEOUT,1,6.0,579.2,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN101727,19568.76,WALLET,NETWORK_ERROR,2,84.67,16568.22,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN101553,38811.51,UPI,INSUFFICIENT_FUNDS,1,17.33,6727.33,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104696,41752.22,WALLET,BANK_DECLINE,3,20.0,8350.44,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104977,35310.73,CARD,BANK_DECLINE,3,91.33,32250.47,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104429,44239.55,UPI,BANK_DECLINE,3,44.0,19465.4,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104446,35729.32,WALLET,LIMIT_EXCEEDED,2,34.67,12386.16,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100131,36619.0,UPI,BANK_DECLINE,3,82.0,30027.58,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104252,22850.48,CARD,LIMIT_EXCEEDED,2,84.67,19346.74,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN104298,33106.2,UPI,BANK_DECLINE,3,80.0,26484.96,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100428,36597.55,WALLET,LIMIT_EXCEEDED,2,21.33,7807.48,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100248,17528.49,WALLET,TIMEOUT,3,10.0,1752.85,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100286,46367.8,UPI,BANK_DECLINE,3,29.33,13601.22,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104201,10874.71,UPI,LIMIT_EXCEEDED,0,25.33,2754.93,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN104065,40288.95,WALLET,LIMIT_EXCEEDED,2,7.33,2954.52,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN100339,46085.56,WALLET,INSUFFICIENT_FUNDS,1,16.67,7680.93,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104634,38304.9,CARD,INSUFFICIENT_FUNDS,1,38.0,14555.86,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104672,49533.08,NETBANKING,BANK_DECLINE,3,90.0,44579.77,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104694,23258.51,NETBANKING,LIMIT_EXCEEDED,2,79.33,18451.75,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101316,28583.45,CARD,INSUFFICIENT_FUNDS,1,36.0,10290.04,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN104726,44651.86,CARD,BANK_DECLINE,3,83.33,37209.88,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104727,30467.09,CARD,BANK_DECLINE,3,30.67,9343.24,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104734,45701.25,WALLET,BANK_DECLINE,3,14.67,6702.85,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN104095,11240.12,UPI,LIMIT_EXCEEDED,0,26.67,2997.37,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN101634,16135.12,WALLET,TIMEOUT,3,12.0,1936.21,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101565,33997.35,WALLET,BANK_DECLINE,3,12.0,4079.68,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN101566,44981.18,NETBANKING,LIMIT_EXCEEDED,2,92.0,41382.69,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN104113,43606.01,WALLET,LIMIT_EXCEEDED,2,13.33,5814.13,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN103991,10380.46,WALLET,NETWORK_ERROR,2,72.0,7473.93,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN103992,15114.97,UPI,TIMEOUT,3,31.33,4736.02,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103869,22702.68,WALLET,BANK_DECLINE,3,82.0,18616.2,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN103912,42158.04,UPI,LIMIT_EXCEEDED,2,38.0,16020.06,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN103791,21862.8,UPI,BANK_DECLINE,3,87.33,19093.51,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN100476,5693.65,NETBANKING,NETWORK_ERROR,0,92.0,5238.16,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN100483,49064.36,WALLET,INSUFFICIENT_FUNDS,1,22.67,11121.25,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100494,21924.72,NETBANKING,INSUFFICIENT_FUNDS,1,11.33,2484.8,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN100514,18223.68,NETBANKING,BANK_DECLINE,1,82.0,14943.42,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN100670,40451.63,WALLET,INSUFFICIENT_FUNDS,1,24.0,9708.39,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN102638,47072.9,NETBANKING,INSUFFICIENT_FUNDS,1,5.33,2510.55,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN102667,10476.24,CARD,LIMIT_EXCEEDED,0,75.33,7892.1,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN102677,14611.3,UPI,NETWORK_ERROR,2,74.67,10909.77,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN102706,44348.29,NETBANKING,BANK_DECLINE,3,95.33,42278.7,STOP_RETRYING,Multiple previous retries detected. Further retries may have low value.
TXN102455,42818.45,NETBANKING,INSUFFICIENT_FUNDS,1,3.33,1427.28,CUSTOMER_ACTION,The payment likely requires customer action before another attempt.
TXN102485,16695.69,NETBANKING,LIMIT_EXCEEDED,0,100.0,16695.69,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
TXN102495,14328.85,CARD,BANK_DECLINE,1,76.0,10889.93,ALTERNATE_METHOD,The bank declined the transaction. Using another payment method may improve the recovery opportunity.
TXN100553,6927.72,NETBANKING,TIMEOUT,1,7.33,508.03,DO_NOT_RETRY,Current evidence does not justify another automatic recovery attempt.
TXN100559,7815.65,CARD,NETWORK_ERROR,0,93.33,7294.61,RETRY,The failure appears temporary and the predicted recovery probability is high.
TXN103826,13454.14,WALLET,LIMIT_EXCEEDED,0,54.0,7265.24,ALTERNATE_METHOD,The current payment route may not accept another attempt. Suggest another method.
