transaction_id,customer_id,amount,payment_method,status,failure_reason,transaction_time,retry_count,recovery_score,priority,recommendation
TXN102616,CUST9959,45678.84,UPI,FAILED,TIMEOUT,2026-08-19 19:59:48.314360,3,70,HIGH,This is a high-value transaction. 3 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN101007,CUST1764,25033.1,CARD,FAILED,LIMIT_EXCEEDED,2026-08-10 03:04:48.314360,0,70,HIGH,This is a high-value transaction. No previous retry has been attempted. Suggest an alternate payment method or lower-value transaction.
TXN101016,CUST4072,45198.63,CARD,FAILED,NETWORK_ERROR,2026-07-31 11:32:48.314360,2,70,HIGH,This is a high-value transaction. 2 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN103016,CUST7224,47360.39,CARD,FAILED,TIMEOUT,2026-08-11 15:55:48.314360,3,70,HIGH,This is a high-value transaction. 3 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN103020,CUST1110,47941.39,UPI,FAILED,LIMIT_EXCEEDED,2026-08-15 22:15:48.314360,0,70,HIGH,This is a high-value transaction. No previous retry has been attempted. Suggest an alternate payment method or lower-value transaction.
TXN103185,CUST8521,33011.64,CARD,FAILED,LIMIT_EXCEEDED,2026-08-11 23:01:48.314360,0,70,HIGH,This is a high-value transaction. No previous retry has been attempted. Suggest an alternate payment method or lower-value transaction.
TXN103183,CUST7445,30767.94,UPI,FAILED,BANK_DECLINE,2026-08-27 20:37:48.314360,1,70,HIGH,This is a high-value transaction. One retry has already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN100959,CUST9559,31286.16,UPI,FAILED,BANK_DECLINE,2026-08-10 15:29:48.314360,1,70,HIGH,This is a high-value transaction. One retry has already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN100972,CUST8916,10241.73,CARD,FAILED,NETWORK_ERROR,2026-08-25 07:22:48.314360,0,70,HIGH,This is a medium-value transaction. No previous retry has been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN102875,CUST8812,45305.1,WALLET,FAILED,BANK_DECLINE,2026-08-24 15:12:48.314360,1,70,HIGH,This is a high-value transaction. One retry has already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN102848,CUST6781,18990.94,CARD,FAILED,TIMEOUT,2026-08-13 05:46:48.314360,1,70,HIGH,This is a medium-value transaction. One retry has already been attempted. Retry the payment because the failure may be temporary.
TXN102963,CUST3591,23325.03,UPI,FAILED,BANK_DECLINE,2026-08-18 16:26:48.314360,1,70,HIGH,This is a high-value transaction. One retry has already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN102745,CUST5911,24532.77,UPI,FAILED,NETWORK_ERROR,2026-08-10 10:09:48.314360,2,70,HIGH,This is a high-value transaction. 2 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN102749,CUST7726,22346.29,UPI,FAILED,NETWORK_ERROR,2026-08-25 17:36:48.314360,2,70,HIGH,This is a high-value transaction. 2 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN101053,CUST1378,48206.89,UPI,FAILED,BANK_DECLINE,2026-08-18 12:58:48.314360,1,70,HIGH,This is a high-value transaction. One retry has already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN101080,CUST5176,33860.27,NETBANKING,FAILED,TIMEOUT,2026-08-24 11:19:48.314360,3,70,HIGH,This is a high-value transaction. 3 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN101096,CUST5884,44718.14,CARD,FAILED,LIMIT_EXCEEDED,2026-08-20 22:40:48.314360,0,70,HIGH,This is a high-value transaction. No previous retry has been attempted. Suggest an alternate payment method or lower-value transaction.
TXN102448,CUST9829,24185.05,NETBANKING,FAILED,NETWORK_ERROR,2026-08-18 03:09:48.314360,2,70,HIGH,This is a high-value transaction. 2 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN104689,CUST5016,22516.24,UPI,FAILED,TIMEOUT,2026-08-16 17:03:48.314360,3,70,HIGH,This is a high-value transaction. 3 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN102575,CUST9232,43438.58,WALLET,FAILED,LIMIT_EXCEEDED,2026-08-19 21:20:48.314360,0,70,HIGH,This is a high-value transaction. No previous retry has been attempted. Suggest an alternate payment method or lower-value transaction.
TXN104648,CUST7952,46704.51,UPI,FAILED,LIMIT_EXCEEDED,2026-08-27 11:58:48.314360,0,70,HIGH,This is a high-value transaction. No previous retry has been attempted. Suggest an alternate payment method or lower-value transaction.
TXN102525,CUST7292,17106.67,NETBANKING,FAILED,NETWORK_ERROR,2026-08-10 14:35:48.314360,0,70,HIGH,This is a medium-value transaction. No previous retry has been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN101101,CUST3255,47011.16,NETBANKING,FAILED,TIMEOUT,2026-08-17 05:27:48.314360,3,70,HIGH,This is a high-value transaction. 3 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN102784,CUST8962,37921.95,CARD,FAILED,BANK_DECLINE,2026-08-20 22:32:48.314360,1,70,HIGH,This is a high-value transaction. One retry has already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN101935,CUST5152,28319.51,WALLET,FAILED,NETWORK_ERROR,2026-08-28 20:44:48.314360,2,70,HIGH,This is a high-value transaction. 2 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN102356,CUST7612,45292.35,CARD,FAILED,NETWORK_ERROR,2026-08-12 03:53:48.314360,2,70,HIGH,This is a high-value transaction. 2 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN101287,CUST9221,28096.72,WALLET,FAILED,BANK_DECLINE,2026-08-24 04:22:48.314360,1,70,HIGH,This is a high-value transaction. One retry has already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN102451,CUST9164,47612.12,WALLET,FAILED,LIMIT_EXCEEDED,2026-08-13 03:58:48.314360,0,70,HIGH,This is a high-value transaction. No previous retry has been attempted. Suggest an alternate payment method or lower-value transaction.
TXN102304,CUST5004,40876.8,WALLET,FAILED,NETWORK_ERROR,2026-08-13 02:44:48.314360,2,70,HIGH,This is a high-value transaction. 2 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN102234,CUST5111,16416.34,UPI,FAILED,NETWORK_ERROR,2026-08-20 19:49:48.314360,0,70,HIGH,This is a medium-value transaction. No previous retry has been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN102224,CUST1766,42903.57,WALLET,FAILED,NETWORK_ERROR,2026-08-16 14:06:48.314360,2,70,HIGH,This is a high-value transaction. 2 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN101301,CUST1704,23086.75,NETBANKING,FAILED,NETWORK_ERROR,2026-08-27 03:33:48.314360,2,70,HIGH,This is a high-value transaction. 2 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN101296,CUST6390,14645.7,NETBANKING,FAILED,TIMEOUT,2026-08-20 06:29:48.314360,1,70,HIGH,This is a medium-value transaction. One retry has already been attempted. Retry the payment because the failure may be temporary.
TXN101980,CUST8082,22618.5,CARD,FAILED,LIMIT_EXCEEDED,2026-08-18 02:35:48.314360,0,70,HIGH,This is a high-value transaction. No previous retry has been attempted. Suggest an alternate payment method or lower-value transaction.
TXN101967,CUST9473,32874.57,UPI,FAILED,TIMEOUT,2026-08-05 18:22:48.314360,3,70,HIGH,This is a high-value transaction. 3 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN101915,CUST1722,42415.29,UPI,FAILED,TIMEOUT,2026-08-17 02:30:48.314360,3,70,HIGH,This is a high-value transaction. 3 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN101589,CUST4443,38780.75,WALLET,FAILED,TIMEOUT,2026-08-01 23:21:48.314360,3,70,HIGH,This is a high-value transaction. 3 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN101851,CUST9232,28767.13,NETBANKING,FAILED,TIMEOUT,2026-08-02 00:17:48.314360,3,70,HIGH,This is a high-value transaction. 3 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN101847,CUST2912,32989.05,WALLET,FAILED,LIMIT_EXCEEDED,2026-08-03 09:44:48.314360,0,70,HIGH,This is a high-value transaction. No previous retry has been attempted. Suggest an alternate payment method or lower-value transaction.
TXN101638,CUST1992,10985.44,NETBANKING,FAILED,TIMEOUT,2026-08-16 15:14:48.314360,1,70,HIGH,This is a medium-value transaction. One retry has already been attempted. Retry the payment because the failure may be temporary.
TXN101612,CUST8137,20074.93,CARD,FAILED,LIMIT_EXCEEDED,2026-08-20 08:07:48.314360,0,70,HIGH,This is a high-value transaction. No previous retry has been attempted. Suggest an alternate payment method or lower-value transaction.
TXN101435,CUST4452,35654.94,UPI,FAILED,NETWORK_ERROR,2026-08-01 13:03:48.314360,2,70,HIGH,This is a high-value transaction. 2 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN101559,CUST3758,23037.09,CARD,FAILED,LIMIT_EXCEEDED,2026-08-28 14:04:48.314360,0,70,HIGH,This is a high-value transaction. No previous retry has been attempted. Suggest an alternate payment method or lower-value transaction.
TXN101710,CUST8634,42450.77,CARD,FAILED,LIMIT_EXCEEDED,2026-08-11 22:59:48.314360,0,70,HIGH,This is a high-value transaction. No previous retry has been attempted. Suggest an alternate payment method or lower-value transaction.
TXN101539,CUST3978,14921.94,CARD,FAILED,TIMEOUT,2026-08-01 05:25:48.314360,1,70,HIGH,This is a medium-value transaction. One retry has already been attempted. Retry the payment because the failure may be temporary.
TXN100238,CUST3794,39209.73,WALLET,FAILED,BANK_DECLINE,2026-08-16 16:46:48.314360,1,70,HIGH,This is a high-value transaction. One retry has already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN104937,CUST9055,29436.27,CARD,FAILED,NETWORK_ERROR,2026-08-14 13:09:48.314360,2,70,HIGH,This is a high-value transaction. 2 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN104859,CUST8856,32651.1,UPI,FAILED,NETWORK_ERROR,2026-08-22 17:10:48.314360,2,70,HIGH,This is a high-value transaction. 2 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN104895,CUST4423,28929.4,WALLET,FAILED,TIMEOUT,2026-08-09 17:47:48.314360,3,70,HIGH,This is a high-value transaction. 3 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN104997,CUST4460,41461.85,UPI,FAILED,NETWORK_ERROR,2026-08-22 06:25:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN104981,CUST3901,19807.85,NETBANKING,FAILED,NETWORK_ERROR,2026-08-27 03:50:48.314360,1,65,MEDIUM,This is a medium-value transaction. One retry has already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN100069,CUST9887,15833.54,UPI,FAILED,BANK_DECLINE,2026-08-07 14:29:48.314360,0,65,MEDIUM,This is a medium-value transaction. No previous retry has been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN104911,CUST6473,40758.08,CARD,FAILED,INSUFFICIENT_FUNDS,2026-07-31 11:39:48.314360,0,65,MEDIUM,This is a high-value transaction. No previous retry has been attempted. Do not repeatedly retry. Prompt the customer to use another payment method.
TXN104503,CUST9089,10710.19,CARD,FAILED,TIMEOUT,2026-08-14 19:48:48.314360,2,65,MEDIUM,This is a medium-value transaction. 2 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN104507,CUST7023,38042.64,UPI,FAILED,INSUFFICIENT_FUNDS,2026-07-30 23:24:48.314360,0,65,MEDIUM,This is a high-value transaction. No previous retry has been attempted. Do not repeatedly retry. Prompt the customer to use another payment method.
TXN104324,CUST2240,34062.39,NETBANKING,FAILED,LIMIT_EXCEEDED,2026-07-30 16:15:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
TXN104405,CUST1639,27169.23,WALLET,FAILED,LIMIT_EXCEEDED,2026-08-06 07:22:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
TXN101445,CUST2149,33177.49,UPI,FAILED,INSUFFICIENT_FUNDS,2026-08-24 02:46:48.314360,0,65,MEDIUM,This is a high-value transaction. No previous retry has been attempted. Do not repeatedly retry. Prompt the customer to use another payment method.
TXN101713,CUST6596,22127.13,WALLET,FAILED,NETWORK_ERROR,2026-08-23 01:02:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN100111,CUST7006,39813.38,WALLET,FAILED,NETWORK_ERROR,2026-08-07 01:08:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN100440,CUST2397,20432.74,NETBANKING,FAILED,BANK_DECLINE,2026-08-01 02:43:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN100299,CUST1532,33543.66,UPI,FAILED,LIMIT_EXCEEDED,2026-08-01 17:47:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
TXN100301,CUST2573,25542.09,UPI,FAILED,INSUFFICIENT_FUNDS,2026-08-13 17:20:48.314360,0,65,MEDIUM,This is a high-value transaction. No previous retry has been attempted. Do not repeatedly retry. Prompt the customer to use another payment method.
TXN104143,CUST7457,15373.09,WALLET,FAILED,TIMEOUT,2026-08-19 14:41:48.314360,2,65,MEDIUM,This is a medium-value transaction. 2 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN104175,CUST8977,38517.49,WALLET,FAILED,LIMIT_EXCEEDED,2026-08-04 22:20:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
TXN104214,CUST3105,26852.48,NETBANKING,FAILED,NETWORK_ERROR,2026-08-01 06:32:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN100523,CUST3047,43756.78,WALLET,FAILED,INSUFFICIENT_FUNDS,2026-08-23 10:00:48.314360,0,65,MEDIUM,This is a high-value transaction. No previous retry has been attempted. Do not repeatedly retry. Prompt the customer to use another payment method.
TXN100389,CUST7753,41759.43,WALLET,FAILED,LIMIT_EXCEEDED,2026-08-13 17:28:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
TXN104066,CUST6974,42511.43,NETBANKING,FAILED,BANK_DECLINE,2026-08-21 14:14:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN104085,CUST3626,26920.1,CARD,FAILED,INSUFFICIENT_FUNDS,2026-08-14 12:52:48.314360,0,65,MEDIUM,This is a high-value transaction. No previous retry has been attempted. Do not repeatedly retry. Prompt the customer to use another payment method.
TXN101794,CUST1175,40284.62,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2026-08-12 23:02:48.314360,0,65,MEDIUM,This is a high-value transaction. No previous retry has been attempted. Do not repeatedly retry. Prompt the customer to use another payment method.
TXN101895,CUST8354,35327.44,CARD,FAILED,LIMIT_EXCEEDED,2026-08-21 07:50:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
TXN101602,CUST9724,27055.07,WALLET,FAILED,LIMIT_EXCEEDED,2026-08-25 15:34:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
TXN101579,CUST6481,25667.11,WALLET,FAILED,BANK_DECLINE,2026-08-20 11:22:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN101583,CUST3753,47012.51,NETBANKING,FAILED,NETWORK_ERROR,2026-07-31 07:47:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN104112,CUST8959,32707.21,CARD,FAILED,BANK_DECLINE,2026-08-11 16:36:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN103957,CUST7120,41186.28,WALLET,FAILED,BANK_DECLINE,2026-08-11 12:14:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN103975,CUST7353,11158.84,UPI,FAILED,TIMEOUT,2026-08-10 18:18:48.314360,2,65,MEDIUM,This is a medium-value transaction. 2 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN103853,CUST5234,39837.39,CARD,FAILED,LIMIT_EXCEEDED,2026-08-01 15:57:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
TXN100573,CUST7007,10999.54,CARD,FAILED,BANK_DECLINE,2026-08-08 22:20:48.314360,0,65,MEDIUM,This is a medium-value transaction. No previous retry has been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN100588,CUST5054,17546.04,CARD,FAILED,TIMEOUT,2026-08-17 17:00:48.314360,2,65,MEDIUM,This is a medium-value transaction. 2 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN100596,CUST3797,49692.63,CARD,FAILED,BANK_DECLINE,2026-07-30 13:05:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN100714,CUST9832,48571.4,NETBANKING,FAILED,NETWORK_ERROR,2026-08-27 08:21:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN100545,CUST7821,34062.25,UPI,FAILED,LIMIT_EXCEEDED,2026-08-17 15:19:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
TXN100565,CUST4175,25326.53,WALLET,FAILED,NETWORK_ERROR,2026-08-04 22:14:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN100568,CUST8032,16235.6,WALLET,FAILED,NETWORK_ERROR,2026-08-19 19:47:48.314360,1,65,MEDIUM,This is a medium-value transaction. One retry has already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN103813,CUST5366,10724.05,WALLET,FAILED,NETWORK_ERROR,2026-08-19 07:33:48.314360,1,65,MEDIUM,This is a medium-value transaction. One retry has already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN103823,CUST1666,18317.14,NETBANKING,FAILED,TIMEOUT,2026-08-23 23:58:48.314360,2,65,MEDIUM,This is a medium-value transaction. 2 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN102118,CUST2476,27313.01,CARD,FAILED,INSUFFICIENT_FUNDS,2026-07-31 00:18:48.314360,0,65,MEDIUM,This is a high-value transaction. No previous retry has been attempted. Do not repeatedly retry. Prompt the customer to use another payment method.
TXN102140,CUST6895,41981.42,CARD,FAILED,BANK_DECLINE,2026-08-26 12:24:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN102006,CUST9857,31584.4,UPI,FAILED,BANK_DECLINE,2026-08-25 16:38:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN101757,CUST3930,17715.58,CARD,FAILED,BANK_DECLINE,2026-08-16 06:54:48.314360,0,65,MEDIUM,This is a medium-value transaction. No previous retry has been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN101766,CUST1265,22327.36,CARD,FAILED,NETWORK_ERROR,2026-08-03 00:21:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN103845,CUST3113,36933.83,CARD,FAILED,LIMIT_EXCEEDED,2026-08-28 03:28:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
TXN103850,CUST9786,42238.1,CARD,FAILED,INSUFFICIENT_FUNDS,2026-08-03 01:07:48.314360,0,65,MEDIUM,This is a high-value transaction. No previous retry has been attempted. Do not repeatedly retry. Prompt the customer to use another payment method.
TXN103641,CUST6798,24529.52,UPI,FAILED,BANK_DECLINE,2026-08-15 18:32:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN103664,CUST8306,20748.27,WALLET,FAILED,INSUFFICIENT_FUNDS,2026-08-13 18:32:48.314360,0,65,MEDIUM,This is a high-value transaction. No previous retry has been attempted. Do not repeatedly retry. Prompt the customer to use another payment method.
TXN103675,CUST5919,20455.86,UPI,FAILED,NETWORK_ERROR,2026-08-17 10:37:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN103559,CUST5162,13849.35,WALLET,FAILED,BANK_DECLINE,2026-08-21 16:38:48.314360,0,65,MEDIUM,This is a medium-value transaction. No previous retry has been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN103597,CUST9798,13315.04,UPI,FAILED,NETWORK_ERROR,2026-08-12 16:54:48.314360,1,65,MEDIUM,This is a medium-value transaction. One retry has already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN103374,CUST3004,41252.15,CARD,FAILED,BANK_DECLINE,2026-08-28 06:13:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN100772,CUST8905,15843.81,NETBANKING,FAILED,NETWORK_ERROR,2026-08-24 03:12:48.314360,1,65,MEDIUM,This is a medium-value transaction. One retry has already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN101503,CUST3765,40144.23,UPI,FAILED,BANK_DECLINE,2026-08-26 19:34:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN101373,CUST9297,46480.96,WALLET,FAILED,LIMIT_EXCEEDED,2026-08-24 13:43:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
TXN101393,CUST7714,7102.94,WALLET,FAILED,TIMEOUT,2026-08-10 04:29:48.314360,0,65,MEDIUM,This is a medium-value transaction. No previous retry has been attempted. Retry the payment because the failure may be temporary.
TXN102084,CUST1536,33633.35,NETBANKING,FAILED,NETWORK_ERROR,2026-08-13 21:46:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN100798,CUST2553,26886.62,CARD,FAILED,BANK_DECLINE,2026-08-27 21:35:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN100810,CUST6288,17604.17,UPI,FAILED,TIMEOUT,2026-08-04 23:22:48.314360,2,65,MEDIUM,This is a medium-value transaction. 2 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN100626,CUST9148,30625.09,NETBANKING,FAILED,LIMIT_EXCEEDED,2026-08-02 17:30:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
TXN103474,CUST3535,44363.28,CARD,FAILED,INSUFFICIENT_FUNDS,2026-08-10 01:06:48.314360,0,65,MEDIUM,This is a high-value transaction. No previous retry has been attempted. Do not repeatedly retry. Prompt the customer to use another payment method.
TXN103505,CUST9290,29367.98,NETBANKING,FAILED,NETWORK_ERROR,2026-08-17 20:59:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN103219,CUST9180,47417.77,CARD,FAILED,NETWORK_ERROR,2026-08-01 08:39:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN104614,CUST4540,26213.71,UPI,FAILED,LIMIT_EXCEEDED,2026-08-28 17:19:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
TXN100902,CUST4176,30296.71,CARD,FAILED,NETWORK_ERROR,2026-07-30 18:10:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN100903,CUST5962,34876.05,WALLET,FAILED,INSUFFICIENT_FUNDS,2026-08-24 21:30:48.314360,0,65,MEDIUM,This is a high-value transaction. No previous retry has been attempted. Do not repeatedly retry. Prompt the customer to use another payment method.
TXN100747,CUST4103,33275.09,CARD,FAILED,INSUFFICIENT_FUNDS,2026-08-12 19:20:48.314360,0,65,MEDIUM,This is a high-value transaction. No previous retry has been attempted. Do not repeatedly retry. Prompt the customer to use another payment method.
TXN100748,CUST7576,20436.83,CARD,FAILED,NETWORK_ERROR,2026-08-17 03:05:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN103157,CUST5387,14580.75,UPI,FAILED,NETWORK_ERROR,2026-08-10 05:40:48.314360,1,65,MEDIUM,This is a medium-value transaction. One retry has already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN103207,CUST3694,45623.82,UPI,FAILED,BANK_DECLINE,2026-08-19 02:32:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN100958,CUST9367,43300.77,WALLET,FAILED,LIMIT_EXCEEDED,2026-08-21 10:00:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
TXN101282,CUST6827,32406.38,CARD,FAILED,BANK_DECLINE,2026-08-28 19:27:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN102197,CUST1310,21591.8,NETBANKING,FAILED,INSUFFICIENT_FUNDS,2026-07-31 20:23:48.314360,0,65,MEDIUM,This is a high-value transaction. No previous retry has been attempted. Do not repeatedly retry. Prompt the customer to use another payment method.
TXN102054,CUST6891,15217.9,NETBANKING,FAILED,TIMEOUT,2026-08-12 02:49:48.314360,2,65,MEDIUM,This is a medium-value transaction. 2 retries have already been attempted. Retry the payment because the failure may be temporary.
TXN102059,CUST4747,12805.7,WALLET,FAILED,BANK_DECLINE,2026-08-26 19:51:48.314360,0,65,MEDIUM,This is a medium-value transaction. No previous retry has been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN100988,CUST5999,44338.88,CARD,FAILED,BANK_DECLINE,2026-08-19 15:04:48.314360,2,65,MEDIUM,This is a high-value transaction. 2 retries have already been attempted. Avoid immediate repeated retries. Suggest an alternate payment method.
TXN100992,CUST5159,42479.99,UPI,FAILED,NETWORK_ERROR,2026-08-21 01:51:48.314360,3,65,MEDIUM,This is a high-value transaction. 3 retries have already been attempted. Retry after a short delay because the failure may be caused by a temporary network issue.
TXN100854,CUST8091,49964.19,WALLET,FAILED,LIMIT_EXCEEDED,2026-08-03 14:16:48.314360,1,65,MEDIUM,This is a high-value transaction. One retry has already been attempted. Suggest an alternate payment method or lower-value transaction.
